"species","decimalLatitude","decimalLongitude","date","year","month","day","original_x","original_y","correction_status","correction_distance_km","correction_x","correction_y","env"
"Rhincodon typus",-26.1,113.2,17549,2018,1,18,113.2,-26.1,"original",0,NA,NA,16.0627059936523
"Rhincodon typus",-25.8,112.9,17549,2018,1,18,112.9,-25.8,"original",0,NA,NA,96.9848403930664
"Rhincodon typus",-25.2,113.1,17561,2018,1,30,113.1,-25.2,"original",0,NA,NA,47.9324760437012
"Rhincodon typus",-25.6675900277008,113.060941828255,17550,2018,1,19,113,-25.8,"corrected",15.8924589392246,113.060941828255,-25.6675900277008,18.7328910827637
"Rhincodon typus",-26.4155124653739,113.559556786704,17552,2018,1,21,113.4,-26.5,"corrected",18.4612449955411,113.559556786704,-26.4155124653739,19.2153797149658
"Rhincodon typus",-26,113.2,17548,2018,1,17,113.2,-26,"original",0,NA,NA,10.4922046661377
"Rhincodon typus",-25.7,113,17549,2018,1,18,113,-25.7,"original",0,NA,NA,18.7328910827637
"Rhincodon typus",-31.94678,112.97926,17561,2018,1,30,112.97926,-31.94678,"original",0,NA,NA,4878.83251953125
"Rhincodon typus",-25.6,112.9,17555,2018,1,24,112.9,-25.6,"original",0,NA,NA,77.0546112060547
"Rhincodon typus",-31.60536,113.30079,17562,2018,1,31,113.30079,-31.60536,"original",0,NA,NA,4970.5986328125
"Rhincodon typus",-26.4155124653739,113.060941828255,17551,2018,1,20,113.3,-26.4,"corrected",23.9125685454509,113.060941828255,-26.4155124653739,123.442138671875
"Rhincodon typus",-32.63194,112.97062,17537,2018,1,6,112.97062,-32.63194,"original",0,NA,NA,4312.0048828125
"Rhincodon typus",-32.76822,112.92104,17538,2018,1,7,112.92104,-32.76822,"original",0,NA,NA,4443.251953125
"Rhincodon typus",-30.05776,111.00205,17552,2018,1,21,111.00205,-30.05776,"original",0,NA,NA,5261.79638671875
"Rhincodon typus",-26.1,113.1,17548,2018,1,17,113.1,-26.1,"original",0,NA,NA,86.9871978759766
"Rhincodon typus",-30.46834,113.82647,17554,2018,1,23,113.82647,-30.46834,"original",0,NA,NA,4574.30517578125
"Rhincodon typus",-32.64156,112.93438,17537,2018,1,6,112.93438,-32.64156,"original",0,NA,NA,4443.251953125
"Rhincodon typus",-25.9168975069252,113.310249307479,17549,2018,1,18,113.1,-25.9,"corrected",21.1489812495203,113.310249307479,-25.9168975069252,10.4922046661377
"Rhincodon typus",-25.7,112.9,17559,2018,1,28,112.9,-25.7,"original",0,NA,NA,77.0546112060547
"Rhincodon typus",-26.1662049861496,113.310249307479,17556,2018,1,25,113.3,-26.3,"corrected",14.8586944266213,113.310249307479,-26.1662049861496,16.0627059936523
"Rhincodon typus",-26.1662049861496,113.060941828255,17560,2018,1,29,113.1,-26,"corrected",18.823793148299,113.060941828255,-26.1662049861496,86.9871978759766
"Rhincodon typus",-29.51651,111.10353,17554,2018,1,23,111.10353,-29.51651,"original",0,NA,NA,5510.88818359375
"Rhincodon typus",-30.63496,113.39468,17559,2018,1,28,113.39468,-30.63496,"original",0,NA,NA,4913.02783203125
"Rhincodon typus",-29.96594,110.96349,17553,2018,1,22,110.96349,-29.96594,"original",0,NA,NA,5395.63427734375
"Rhincodon typus",-30.58435,114.36016,17555,2018,1,24,114.36016,-30.58435,"original",0,NA,NA,2362.80810546875
"Rhincodon typus",-32.74902,112.74365,17540,2018,1,9,112.74365,-32.74902,"original",0,NA,NA,4443.251953125
"Rhincodon typus",-26.1662049861496,113.310249307479,17558,2018,1,27,113.2,-26.3,"corrected",18.4684842012159,113.310249307479,-26.1662049861496,16.0627059936523
"Rhincodon typus",-25.5,112.9,17555,2018,1,24,112.9,-25.5,"original",0,NA,NA,88.4447479248047
"Rhincodon typus",-26.1,113.1,17546,2018,1,15,113.1,-26.1,"original",0,NA,NA,86.9871978759766
"Rhincodon typus",-25.6,112.9,17557,2018,1,26,112.9,-25.6,"original",0,NA,NA,77.0546112060547
"Rhincodon typus",-26.2,113.2,17549,2018,1,18,113.2,-26.2,"original",0,NA,NA,16.0627059936523
"Rhincodon typus",-25.4,113.1,17560,2018,1,29,113.1,-25.4,"original",0,NA,NA,32.9635162353516
"Rhincodon typus",-26.1,113.2,17547,2018,1,16,113.2,-26.1,"original",0,NA,NA,16.0627059936523
"Rhincodon typus",-25.6675900277008,113.060941828255,17549,2018,1,18,113,-25.8,"corrected",15.8924589392246,113.060941828255,-25.6675900277008,18.7328910827637
"Rhincodon typus",-31.12513,114.20509,17558,2018,1,27,114.20509,-31.12513,"original",0,NA,NA,3893.09814453125
"Rhincodon typus",-25.6,112.9,17553,2018,1,22,112.9,-25.6,"original",0,NA,NA,77.0546112060547
"Rhincodon typus",-26.6648199445983,113.310249307479,17552,2018,1,21,113.3,-26.5,"corrected",18.2900741974208,113.310249307479,-26.6648199445983,86.1281585693359
"Rhincodon typus",-25.6,113,17557,2018,1,26,113,-25.6,"original",0,NA,NA,18.7328910827637
"Rhincodon typus",-26.1662049861496,113.060941828255,17548,2018,1,17,113.1,-26,"corrected",18.823793148299,113.060941828255,-26.1662049861496,86.9871978759766
"Rhincodon typus",-24.83447,113.05972,17558,2018,1,27,113.05972,-24.83447,"original",0,NA,NA,51.7861557006836
"Rhincodon typus",-25.5,112.9,17551,2018,1,20,112.9,-25.5,"original",0,NA,NA,88.4447479248047
"Rhincodon typus",-26.2,113.2,17557,2018,1,26,113.2,-26.2,"original",0,NA,NA,16.0627059936523
"Rhincodon typus",-26.4155124653739,113.060941828255,17555,2018,1,24,113.2,-26.5,"corrected",16.731408241342,113.060941828255,-26.4155124653739,123.442138671875
"Rhincodon typus",-32.72366,112.9246,17538,2018,1,7,112.9246,-32.72366,"original",0,NA,NA,4443.251953125
"Rhincodon typus",-25.5,112.9,17552,2018,1,21,112.9,-25.5,"original",0,NA,NA,88.4447479248047
"Rhincodon typus",-25.5,113,17559,2018,1,28,113,-25.5,"original",0,NA,NA,32.9635162353516
"Rhincodon typus",-25.2,113.3,17560,2018,1,29,113.3,-25.2,"original",0,NA,NA,20.0385417938232
"Rhincodon typus",-25.3,113.2,17560,2018,1,29,113.2,-25.3,"original",0,NA,NA,14.4283466339111
"Rhincodon typus",-25.5,113,17556,2018,1,25,113,-25.5,"original",0,NA,NA,32.9635162353516
"Rhincodon typus",-25.5,112.9,17556,2018,1,25,112.9,-25.5,"original",0,NA,NA,88.4447479248047
"Rhincodon typus",-25.6,112.9,17552,2018,1,21,112.9,-25.6,"original",0,NA,NA,77.0546112060547
"Rhincodon typus",-25.6,112.9,17551,2018,1,20,112.9,-25.6,"original",0,NA,NA,77.0546112060547
"Rhincodon typus",-32.72789,112.92552,17538,2018,1,7,112.92552,-32.72789,"original",0,NA,NA,4443.251953125
"Rhincodon typus",-25.5,113,17558,2018,1,27,113,-25.5,"original",0,NA,NA,32.9635162353516
"Rhincodon typus",-31.70257,112.4584,17562,2018,1,31,112.4584,-31.70257,"original",0,NA,NA,5039.111328125
"Rhincodon typus",-26.4155124653739,113.060941828255,17559,2018,1,28,113.3,-26.4,"corrected",23.9125685454509,113.060941828255,-26.4155124653739,123.442138671875
"Rhincodon typus",-31.70803,112.4519,17562,2018,1,31,112.4519,-31.70803,"original",0,NA,NA,5039.111328125
"Rhincodon typus",-32.6188,112.97766,17537,2018,1,6,112.97766,-32.6188,"original",0,NA,NA,4312.0048828125
"Rhincodon typus",-32.17786,112.90089,17554,2018,1,23,112.90089,-32.17786,"original",0,NA,NA,4842.8115234375
"Rhincodon typus",-31.48963,114.39275,17559,2018,1,28,114.39275,-31.48963,"original",0,NA,NA,4006.5927734375
"Rhincodon typus",-24.7,113.1,17559,2018,1,28,113.1,-24.7,"original",0,NA,NA,58.9064598083496
"Rhincodon typus",-25.52109,112.85238,17553,2018,1,22,112.85238,-25.52109,"original",0,NA,NA,88.4447479248047
"Rhincodon typus",-25.6,113,17551,2018,1,20,113,-25.6,"original",0,NA,NA,18.7328910827637
"Rhincodon typus",-31.91953,113.11489,17533,2018,1,2,113.11489,-31.91953,"original",0,NA,NA,4878.83251953125
"Rhincodon typus",-32.7668,112.91889,17538,2018,1,7,112.91889,-32.7668,"original",0,NA,NA,4443.251953125
"Rhincodon typus",-30.58867,113.64244,17553,2018,1,22,113.64244,-30.58867,"original",0,NA,NA,4858.61669921875
"Rhincodon typus",-25.9168975069252,112.81163434903,17549,2018,1,18,113,-25.9,"corrected",18.9659444342951,112.81163434903,-25.9168975069252,96.9848403930664
"Rhincodon typus",-26.1,113.2,17548,2018,1,17,113.2,-26.1,"original",0,NA,NA,16.0627059936523
"Rhincodon typus",-26.2,113.1,17549,2018,1,18,113.1,-26.2,"original",0,NA,NA,86.9871978759766
"Rhincodon typus",-30.05775,111.00204,17552,2018,1,21,111.00204,-30.05775,"original",0,NA,NA,5261.79638671875
"Rhincodon typus",-26.9141274238227,113.559556786704,17554,2018,1,23,113.7,-26.9,"corrected",14.038659226379,113.559556786704,-26.9141274238227,81.2509155273438
"Rhincodon typus",-32.71518,112.87183,17539,2018,1,8,112.87183,-32.71518,"original",0,NA,NA,4443.251953125
"Rhincodon typus",-25.5,113,17553,2018,1,22,113,-25.5,"original",0,NA,NA,32.9635162353516
"Rhincodon typus",-31.57913,113.29257,17562,2018,1,31,113.29257,-31.57913,"original",0,NA,NA,4970.5986328125
"Rhincodon typus",-29.72078,111.54444,17555,2018,1,24,111.54444,-29.72078,"original",0,NA,NA,5382.7158203125
"Rhincodon typus",-26.1662049861496,113.310249307479,17558,2018,1,27,113.3,-26.3,"corrected",14.8586944266213,113.310249307479,-26.1662049861496,16.0627059936523
"Rhincodon typus",-25.5,113,17552,2018,1,21,113,-25.5,"original",0,NA,NA,32.9635162353516
"Rhincodon typus",-32.73775,112.74169,17540,2018,1,9,112.74169,-32.73775,"original",0,NA,NA,4443.251953125
"Rhincodon typus",-30.64056,113.25778,17560,2018,1,29,113.25778,-30.64056,"original",0,NA,NA,4913.02783203125
"Rhincodon typus",-32.73002,112.74128,17540,2018,1,9,112.74128,-32.73002,"original",0,NA,NA,4443.251953125
"Rhincodon typus",-31.88684,113.09384,17533,2018,1,2,113.09384,-31.88684,"original",0,NA,NA,4878.83251953125
"Rhincodon typus",-25.24944,112.97382,17561,2018,1,30,112.97382,-25.24944,"original",0,NA,NA,47.9324760437012
"Rhincodon typus",-25.5,113,17554,2018,1,23,113,-25.5,"original",0,NA,NA,32.9635162353516
"Rhincodon typus",-25.6,112.9,17559,2018,1,28,112.9,-25.6,"original",0,NA,NA,77.0546112060547
"Rhincodon typus",-32.04091,113.10946,17533,2018,1,2,113.10946,-32.04091,"original",0,NA,NA,4737.3564453125
"Rhincodon typus",-26.2,113.1,17557,2018,1,26,113.1,-26.2,"original",0,NA,NA,86.9871978759766
"Rhincodon typus",-26.1662049861496,113.310249307479,17556,2018,1,25,113.2,-26.3,"corrected",18.4684842012159,113.310249307479,-26.1662049861496,16.0627059936523
"Rhincodon typus",-29.52102,111.02561,17554,2018,1,23,111.02561,-29.52102,"original",0,NA,NA,5510.88818359375
"Rhincodon typus",-25.5,112.9,17553,2018,1,22,112.9,-25.5,"original",0,NA,NA,88.4447479248047
"Rhincodon typus",-25.6,113,17550,2018,1,19,113,-25.6,"original",0,NA,NA,18.7328910827637
"Rhincodon typus",-25.7,113,17553,2018,1,22,113,-25.7,"original",0,NA,NA,18.7328910827637
"Rhincodon typus",-29.51488,111.05952,17554,2018,1,23,111.05952,-29.51488,"original",0,NA,NA,5510.88818359375
"Rhincodon typus",-25.4,113,17560,2018,1,29,113,-25.4,"original",0,NA,NA,32.9635162353516
"Rhincodon typus",-25.7,113,17559,2018,1,28,113,-25.7,"original",0,NA,NA,18.7328910827637
"Rhincodon typus",-29.78482,111.53435,17555,2018,1,24,111.53435,-29.78482,"original",0,NA,NA,5207.5419921875
"Rhincodon typus",-26.1662049861496,113.060941828255,17549,2018,1,18,113.1,-26,"corrected",18.823793148299,113.060941828255,-26.1662049861496,86.9871978759766
"Rhincodon typus",-26.2,113.2,17548,2018,1,17,113.2,-26.2,"original",0,NA,NA,16.0627059936523
"Rhincodon typus",-26.4155124653739,113.060941828255,17559,2018,1,28,113.22333,-26.41507,"corrected",16.2004162855545,113.060941828255,-26.4155124653739,123.442138671875
"Rhincodon typus",-25.94751,112.88853,17550,2018,1,19,112.88853,-25.94751,"original",0,NA,NA,96.9848403930664
"Rhincodon typus",-26.4155124653739,113.559556786704,17555,2018,1,24,113.4,-26.5,"corrected",18.4612449955411,113.559556786704,-26.4155124653739,19.2153797149658
"Rhincodon typus",-26.6648199445983,113.310249307479,17555,2018,1,24,113.3,-26.5,"corrected",18.2900741974208,113.310249307479,-26.6648199445983,86.1281585693359
"Rhincodon typus",-30.72435,112.90336,17540,2018,1,9,112.90336,-30.72435,"original",0,NA,NA,5017.5810546875
"Rhincodon typus",-26.13319,113.06548,17560,2018,1,29,113.06548,-26.13319,"original",0,NA,NA,86.9871978759766
"Rhincodon typus",-30.21464,111.86244,17556,2018,1,25,111.86244,-30.21464,"original",0,NA,NA,5066.380859375
"Rhincodon typus",-25.7,112.9,17557,2018,1,26,112.9,-25.7,"original",0,NA,NA,77.0546112060547
"Rhincodon typus",-30.87431,112.95993,17541,2018,1,10,112.95993,-30.87431,"original",0,NA,NA,4993.591796875
"Rhincodon typus",-32.30645,112.99984,17536,2018,1,5,112.99984,-32.30645,"original",0,NA,NA,4587.35693359375
"Rhincodon typus",-26.05564,112.48,17560,2018,1,29,112.48,-26.05564,"original",0,NA,NA,162.016296386719
"Rhincodon typus",-29.82257,111.25966,17554,2018,1,23,111.25966,-29.82257,"original",0,NA,NA,5274.33251953125
"Rhincodon typus",-31.91227,113.08363,17533,2018,1,2,113.08363,-31.91227,"original",0,NA,NA,4878.83251953125
"Rhincodon typus",-11.5456,96.00009,17562,2018,1,31,96.00009,-11.5456,"original",0,NA,NA,4514.46875
"Rhincodon typus",-11.50288,96.219,17561,2018,1,30,96.219,-11.50288,"original",0,NA,NA,4514.46875
"Rhincodon typus",-11.50648,96.27259,17560,2018,1,29,96.27259,-11.50648,"original",0,NA,NA,4449.939453125
"Rhincodon typus",-11.51227,96.26577,17561,2018,1,30,96.26577,-11.51227,"original",0,NA,NA,4449.939453125
"Rhincodon typus",-22.6,113.62,17566,2018,2,4,113.62,-22.6,"original",0,NA,NA,164.364624023438
"Rhincodon typus",-22.6,113.61,17566,2018,2,4,113.61,-22.6,"original",0,NA,NA,164.364624023438
"Rhincodon typus",-23.174515235457,113.559556786704,17568,2018,2,6,113.7,-23.12,"corrected",15.5986585582539,113.559556786704,-23.174515235457,77.0263366699219
"Rhincodon typus",-30.5,114.5,17569,2018,2,7,114.5,-30.5,"original",0,NA,NA,551.961853027344
"Rhincodon typus",-23.40638,113.46542,17574,2018,2,12,113.46542,-23.40638,"original",0,NA,NA,57.8942565917969
"Rhincodon typus",-25.7,113,17567,2018,2,5,113,-25.7,"original",0,NA,NA,18.7328910827637
"Rhincodon typus",-31.42731,112.60255,17582,2018,2,20,112.60255,-31.42731,"original",0,NA,NA,5046.93359375
"Rhincodon typus",-31.84569,112.87427,17570,2018,2,8,112.87427,-31.84569,"original",0,NA,NA,4950.40673828125
"Rhincodon typus",-31.83828,112.88093,17570,2018,2,8,112.88093,-31.83828,"original",0,NA,NA,4950.40673828125
"Rhincodon typus",-31.13681,113.06036,17589,2018,2,27,113.06036,-31.13681,"original",0,NA,NA,5015.3212890625
"Rhincodon typus",-26.6648199445983,113.310249307479,17564,2018,2,2,113.3,-26.5,"corrected",18.2900741974208,113.310249307479,-26.6648199445983,86.1281585693359
"Rhincodon typus",-31.48084,112.58597,17582,2018,2,20,112.58597,-31.48084,"original",0,NA,NA,5046.93359375
"Rhincodon typus",-23.88069,113.06147,17575,2018,2,13,113.06147,-23.88069,"original",0,NA,NA,113.308349609375
"Rhincodon typus",-31.91407,113.07338,17566,2018,2,4,113.07338,-31.91407,"original",0,NA,NA,4878.83251953125
"Rhincodon typus",-31.93801,112.97384,17567,2018,2,5,112.97384,-31.93801,"original",0,NA,NA,4878.83251953125
"Rhincodon typus",-31.03329,112.79564,17584,2018,2,22,112.79564,-31.03329,"original",0,NA,NA,5042.32421875
"Rhincodon typus",-25.9168975069252,112.81163434903,17567,2018,2,5,113,-25.9,"corrected",18.9659444342951,112.81163434903,-25.9168975069252,96.9848403930664
"Rhincodon typus",-31.94208,113.00325,17568,2018,2,6,113.00325,-31.94208,"original",0,NA,NA,4878.83251953125
"Rhincodon typus",-22.83459,112.44444,17588,2018,2,26,112.44444,-22.83459,"original",0,NA,NA,1353.79052734375
"Rhincodon typus",-31.75848,112.81623,17571,2018,2,9,112.81623,-31.75848,"original",0,NA,NA,5003.087890625
"Rhincodon typus",-31.97744,112.54098,17574,2018,2,12,112.54098,-31.97744,"original",0,NA,NA,4999.75927734375
"Rhincodon typus",-31.40546,112.60678,17582,2018,2,20,112.60678,-31.40546,"original",0,NA,NA,5046.93359375
"Rhincodon typus",-31.02793,113.28969,17588,2018,2,26,113.28969,-31.02793,"original",0,NA,NA,4997.58203125
"Rhincodon typus",-31.60332,112.29513,17563,2018,2,1,112.29513,-31.60332,"original",0,NA,NA,5073.70361328125
"Rhincodon typus",-31.76723,112.81091,17571,2018,2,9,112.81091,-31.76723,"original",0,NA,NA,5003.087890625
"Rhincodon typus",-31.60299,112.7932,17581,2018,2,19,112.7932,-31.60299,"original",0,NA,NA,5003.087890625
"Rhincodon typus",-31.68251,112.98503,17576,2018,2,14,112.98503,-31.68251,"original",0,NA,NA,4988.08544921875
"Rhincodon typus",-25.8,112.9,17567,2018,2,5,112.9,-25.8,"original",0,NA,NA,96.9848403930664
"Rhincodon typus",-31.57148,112.77237,17581,2018,2,19,112.77237,-31.57148,"original",0,NA,NA,5003.087890625
"Rhincodon typus",-26.6648199445983,113.310249307479,17566,2018,2,4,113.3,-26.5,"corrected",18.2900741974208,113.310249307479,-26.6648199445983,86.1281585693359
"Rhincodon typus",-25,113.1,17579,2018,2,17,113.1,-25,"original",0,NA,NA,51.7861557006836
"Rhincodon typus",-25,113.1,17583,2018,2,21,113.1,-25,"original",0,NA,NA,51.7861557006836
"Rhincodon typus",-25.6675900277008,113.060941828255,17574,2018,2,12,113,-25.8,"corrected",15.8924589392246,113.060941828255,-25.6675900277008,18.7328910827637
"Rhincodon typus",-26.6648199445983,113.310249307479,17572,2018,2,10,113.3,-26.5,"corrected",18.2900741974208,113.310249307479,-26.6648199445983,86.1281585693359
"Rhincodon typus",-31.94766,112.87314,17569,2018,2,7,112.87314,-31.94766,"original",0,NA,NA,4950.40673828125
"Rhincodon typus",-31.73498,112.75122,17572,2018,2,10,112.75122,-31.73498,"original",0,NA,NA,5003.087890625
"Rhincodon typus",-31.62338,112.97188,17576,2018,2,14,112.97188,-31.62338,"original",0,NA,NA,4988.08544921875
"Rhincodon typus",-25.9168975069252,113.310249307479,17568,2018,2,6,113.1,-25.9,"corrected",21.1489812495203,113.310249307479,-25.9168975069252,10.4922046661377
"Rhincodon typus",-26.4155124653739,113.559556786704,17565,2018,2,3,113.4,-26.5,"corrected",18.4612449955411,113.559556786704,-26.4155124653739,19.2153797149658
"Rhincodon typus",-31.22869,113.13133,17588,2018,2,26,113.13133,-31.22869,"original",0,NA,NA,5015.3212890625
"Rhincodon typus",-31.60331,112.76011,17581,2018,2,19,112.76011,-31.60331,"original",0,NA,NA,5003.087890625
"Rhincodon typus",-31.92559,112.87939,17569,2018,2,7,112.87939,-31.92559,"original",0,NA,NA,4950.40673828125
"Rhincodon typus",-26.4155124653739,113.060941828255,17565,2018,2,3,113.23426,-26.44891,"corrected",17.6797857515169,113.060941828255,-26.4155124653739,123.442138671875
"Rhincodon typus",-31.12629,113.25184,17577,2018,2,15,113.25184,-31.12629,"original",0,NA,NA,4997.58203125
"Rhincodon typus",-26.4155124653739,113.559556786704,17572,2018,2,10,113.4,-26.5,"corrected",18.4612449955411,113.559556786704,-26.4155124653739,19.2153797149658
"Rhincodon typus",-26.6648199445983,113.310249307479,17565,2018,2,3,113.3,-26.5,"corrected",18.2900741974208,113.310249307479,-26.6648199445983,86.1281585693359
"Rhincodon typus",-31.78398,112.82098,17571,2018,2,9,112.82098,-31.78398,"original",0,NA,NA,4950.40673828125
"Rhincodon typus",-31.70316,112.73527,17572,2018,2,10,112.73527,-31.70316,"original",0,NA,NA,5003.087890625
"Rhincodon typus",-25.9168975069252,112.81163434903,17567,2018,2,5,112.97942,-25.91008,"corrected",16.8275582084841,112.81163434903,-25.9168975069252,96.9848403930664
"Rhincodon typus",-31.92755,112.88967,17569,2018,2,7,112.88967,-31.92755,"original",0,NA,NA,4950.40673828125
"Rhincodon typus",-30.80129,113.57504,17578,2018,2,16,113.57504,-30.80129,"original",0,NA,NA,4850.75830078125
"Rhincodon typus",-31.66587,113.17256,17565,2018,2,3,113.17256,-31.66587,"original",0,NA,NA,4988.08544921875
"Rhincodon typus",-30.82249,113.90422,17580,2018,2,18,113.90422,-30.82249,"original",0,NA,NA,4733.103515625
"Rhincodon typus",-31.40866,112.59962,17582,2018,2,20,112.59962,-31.40866,"original",0,NA,NA,5046.93359375
"Rhincodon typus",-26.1662049861496,113.060941828255,17567,2018,2,5,113.1,-26,"corrected",18.823793148299,113.060941828255,-26.1662049861496,86.9871978759766
"Rhincodon typus",-23.4131,113.48013,17575,2018,2,13,113.48013,-23.4131,"original",0,NA,NA,57.8942565917969
"Rhincodon typus",-22.5,113.6,17582,2018,2,20,113.6,-22.5,"original",0,NA,NA,410.919006347656
"Rhincodon typus",-31.65586,112.54416,17573,2018,2,11,112.54416,-31.65586,"original",0,NA,NA,5039.111328125
"Rhincodon typus",-31.14292,113.23638,17577,2018,2,15,113.23638,-31.14292,"original",0,NA,NA,4997.58203125
"Rhincodon typus",-26.6648199445983,113.310249307479,17571,2018,2,9,113.3,-26.5,"corrected",18.2900741974208,113.310249307479,-26.6648199445983,86.1281585693359
"Rhincodon typus",-31.71119,112.7389,17572,2018,2,10,112.7389,-31.71119,"original",0,NA,NA,5003.087890625
"Rhincodon typus",-31.02452,112.79256,17584,2018,2,22,112.79256,-31.02452,"original",0,NA,NA,5057.62255859375
"Rhincodon typus",-25,113.1,17578,2018,2,16,113.1,-25,"original",0,NA,NA,51.7861557006836
"Rhincodon typus",-23.41399,113.55309,17581,2018,2,19,113.55309,-23.41399,"original",0,NA,NA,57.8942565917969
"Rhincodon typus",-25.6,112.9,17568,2018,2,6,112.9,-25.6,"original",0,NA,NA,77.0546112060547
"Rhincodon typus",-26.4155124653739,113.060941828255,17572,2018,2,10,113.3,-26.4,"corrected",23.9125685454509,113.060941828255,-26.4155124653739,123.442138671875
"Rhincodon typus",-30.88229,112.93533,17585,2018,2,23,112.93533,-30.88229,"original",0,NA,NA,5057.62255859375
"Rhincodon typus",-24.35123,113.10106,17573,2018,2,11,113.10106,-24.35123,"original",0,NA,NA,63.8399810791016
"Rhincodon typus",-25,113.2,17577,2018,2,15,113.2,-25,"original",0,NA,NA,22.9203243255615
"Rhincodon typus",-31.14049,113.23167,17577,2018,2,15,113.23167,-31.14049,"original",0,NA,NA,4997.58203125
"Rhincodon typus",-31.93834,112.97184,17567,2018,2,5,112.97184,-31.93834,"original",0,NA,NA,4878.83251953125
"Rhincodon typus",-31.92926,112.93925,17569,2018,2,7,112.93925,-31.92926,"original",0,NA,NA,4878.83251953125
"Rhincodon typus",-26.1,113.2,17573,2018,2,11,113.2,-26.1,"original",0,NA,NA,16.0627059936523
"Rhincodon typus",-26.6,113.5,17567,2018,2,5,113.5,-26.6,"original",0,NA,NA,56.5111236572266
"Rhincodon typus",-31.04897,112.78592,17584,2018,2,22,112.78592,-31.04897,"original",0,NA,NA,5042.32421875
"Rhincodon typus",-31.61768,112.97284,17576,2018,2,14,112.97284,-31.61768,"original",0,NA,NA,4988.08544921875
"Rhincodon typus",-30.95108,113.83278,17579,2018,2,17,113.83278,-30.95108,"original",0,NA,NA,4733.103515625
"Rhincodon typus",-31.85562,112.84885,17570,2018,2,8,112.84885,-31.85562,"original",0,NA,NA,4950.40673828125
"Rhincodon typus",-31.08639,112.69728,17583,2018,2,21,112.69728,-31.08639,"original",0,NA,NA,5042.32421875
"Rhincodon typus",-25,113.1,17577,2018,2,15,113.1,-25,"original",0,NA,NA,51.7861557006836
"Rhincodon typus",-25,113,17579,2018,2,17,113,-25,"original",0,NA,NA,51.7861557006836
"Rhincodon typus",-31.09022,112.68481,17583,2018,2,21,112.68481,-31.09022,"original",0,NA,NA,5078.138671875
"Rhincodon typus",-31.76395,112.80614,17571,2018,2,9,112.80614,-31.76395,"original",0,NA,NA,5003.087890625
"Rhincodon typus",-31.84466,112.90067,17570,2018,2,8,112.90067,-31.84466,"original",0,NA,NA,4950.40673828125
"Rhincodon typus",-31.63783,112.40819,17563,2018,2,1,112.40819,-31.63783,"original",0,NA,NA,5073.70361328125
"Rhincodon typus",-31.09034,112.69577,17583,2018,2,21,112.69577,-31.09034,"original",0,NA,NA,5042.32421875
"Rhincodon typus",-30.85696,112.96498,17585,2018,2,23,112.96498,-30.85696,"original",0,NA,NA,4993.591796875
"Rhincodon typus",-31.91259,113.00853,17575,2018,2,13,113.00853,-31.91259,"original",0,NA,NA,4878.83251953125
"Rhincodon typus",-25.6675900277008,113.060941828255,17566,2018,2,4,113,-25.8,"corrected",15.8924589392246,113.060941828255,-25.6675900277008,18.7328910827637
"Rhincodon typus",-25,113.1,17576,2018,2,14,113.1,-25,"original",0,NA,NA,51.7861557006836
"Rhincodon typus",-31.97348,113.10425,17567,2018,2,5,113.10425,-31.97348,"original",0,NA,NA,4878.83251953125
"Rhincodon typus",-32.02866,112.98876,17567,2018,2,5,112.98876,-32.02866,"original",0,NA,NA,4737.3564453125
"Rhincodon typus",-9.36516,98.0078,17585,2018,2,23,98.0078,-9.36516,"original",0,NA,NA,4839.275390625
"Rhincodon typus",-9.3514,97.93307,17584,2018,2,22,97.93307,-9.3514,"original",0,NA,NA,5205.53662109375
"Rhincodon typus",-9.16308,97.72754,17581,2018,2,19,97.72754,-9.16308,"original",0,NA,NA,5190.80517578125
"Rhincodon typus",-9.32404,97.89756,17583,2018,2,21,97.89756,-9.32404,"original",0,NA,NA,5174.54541015625
"Rhincodon typus",-9.0462,97.68948,17576,2018,2,14,97.68948,-9.0462,"original",0,NA,NA,5098.99267578125
"Rhincodon typus",-9.01998,97.65793,17575,2018,2,13,97.65793,-9.01998,"original",0,NA,NA,5098.99267578125
"Rhincodon typus",-9.02937,97.65461,17575,2018,2,13,97.65461,-9.02937,"original",0,NA,NA,5098.99267578125
"Rhincodon typus",-29.5,114.5,17579,2018,2,17,114.5,-29.5,"original",0,NA,NA,49.0146484375
"Rhincodon typus",-28.6592797783933,114.556786703601,17583,2018,2,21,114.5,-28.5,"corrected",18.5063357077089,114.556786703601,-28.6592797783933,28.4003982543945
"Rhincodon typus",-24.5,112.5,17580,2018,2,18,112.5,-24.5,"original",0,NA,NA,161.586196899414
"Rhincodon typus",-30.5,113.5,17568,2018,2,6,113.5,-30.5,"original",0,NA,NA,4785.68359375
"Rhincodon typus",-23.5,112.5,17584,2018,2,22,112.5,-23.5,"original",0,NA,NA,959.310607910156
"Rhincodon typus",-13.9501385041551,136.246537396122,17593,2018,3,3,136.38232,-13.8238,"corrected",20.2675594250515,136.246537396122,-13.9501385041551,12.7156143188477
"Rhincodon typus",1.9871,118.62037,17612,2018,3,22,118.62037,1.9871,"original",0,NA,NA,157.977966308594
"Rhincodon typus",-23.174515235457,113.559556786704,17593,2018,3,3,113.73,-23.13,"corrected",18.1374521368589,113.559556786704,-23.174515235457,77.0263366699219
