"species","decimalLatitude","decimalLongitude","date","year","month","day"
"Rhincodon typus",-25.9,113,17549,2018,1,18
"Rhincodon typus",-26.1,113.2,17548,2018,1,17
"Rhincodon typus",-26.2,113.1,17549,2018,1,18
"Rhincodon typus",-30.05775,111.00204,17552,2018,1,21
"Rhincodon typus",-26.9,113.7,17554,2018,1,23
"Rhincodon typus",-32.71518,112.87183,17539,2018,1,8
"Rhincodon typus",-25.5,113,17553,2018,1,22
"Rhincodon typus",-31.57913,113.29257,17562,2018,1,31
"Rhincodon typus",-29.72078,111.54444,17555,2018,1,24
"Rhincodon typus",-26.3,113.3,17558,2018,1,27
"Rhincodon typus",-25.5,113,17552,2018,1,21
"Rhincodon typus",-32.73775,112.74169,17540,2018,1,9
"Rhincodon typus",-30.64056,113.25778,17560,2018,1,29
"Rhincodon typus",-32.73002,112.74128,17540,2018,1,9
"Rhincodon typus",-31.88684,113.09384,17533,2018,1,2
"Rhincodon typus",-25.24944,112.97382,17561,2018,1,30
"Rhincodon typus",-25.5,113,17554,2018,1,23
"Rhincodon typus",-25.6,112.9,17559,2018,1,28
"Rhincodon typus",-32.04091,113.10946,17533,2018,1,2
"Rhincodon typus",-26.2,113.1,17557,2018,1,26
"Rhincodon typus",-26.3,113.2,17556,2018,1,25
"Rhincodon typus",-29.52102,111.02561,17554,2018,1,23
"Rhincodon typus",-25.5,112.9,17553,2018,1,22
"Rhincodon typus",-25.6,113,17550,2018,1,19
"Rhincodon typus",-25.7,113,17553,2018,1,22
"Rhincodon typus",-29.51488,111.05952,17554,2018,1,23
"Rhincodon typus",-25.4,113,17560,2018,1,29
"Rhincodon typus",-25.7,113,17559,2018,1,28
"Rhincodon typus",-29.78482,111.53435,17555,2018,1,24
"Rhincodon typus",-26,113.1,17549,2018,1,18
"Rhincodon typus",-26.2,113.2,17548,2018,1,17
"Rhincodon typus",-26.41507,113.22333,17559,2018,1,28
"Rhincodon typus",-25.94751,112.88853,17550,2018,1,19
"Rhincodon typus",-26.5,113.4,17555,2018,1,24
"Rhincodon typus",-26.5,113.3,17555,2018,1,24
"Rhincodon typus",-30.72435,112.90336,17540,2018,1,9
"Rhincodon typus",-26.13319,113.06548,17560,2018,1,29
"Rhincodon typus",-30.21464,111.86244,17556,2018,1,25
"Rhincodon typus",-25.7,112.9,17557,2018,1,26
"Rhincodon typus",-30.87431,112.95993,17541,2018,1,10
"Rhincodon typus",-32.30645,112.99984,17536,2018,1,5
"Rhincodon typus",-26.05564,112.48,17560,2018,1,29
"Rhincodon typus",-29.82257,111.25966,17554,2018,1,23
"Rhincodon typus",-31.91227,113.08363,17533,2018,1,2
"Rhincodon typus",-11.5456,96.00009,17562,2018,1,31
"Rhincodon typus",-11.50288,96.219,17561,2018,1,30
"Rhincodon typus",-11.50648,96.27259,17560,2018,1,29
"Rhincodon typus",-11.51227,96.26577,17561,2018,1,30
"Rhincodon typus",-22.6,113.62,17566,2018,2,4
"Rhincodon typus",-22.6,113.61,17566,2018,2,4
"Rhincodon typus",-23.12,113.7,17568,2018,2,6
"Rhincodon typus",-30.5,114.5,17569,2018,2,7
"Rhincodon typus",-23.40638,113.46542,17574,2018,2,12
"Rhincodon typus",-25.7,113,17567,2018,2,5
"Rhincodon typus",-31.42731,112.60255,17582,2018,2,20
"Rhincodon typus",-31.84569,112.87427,17570,2018,2,8
"Rhincodon typus",-31.83828,112.88093,17570,2018,2,8
"Rhincodon typus",-31.13681,113.06036,17589,2018,2,27
"Rhincodon typus",-26.5,113.3,17564,2018,2,2
"Rhincodon typus",-31.48084,112.58597,17582,2018,2,20
"Rhincodon typus",-23.88069,113.06147,17575,2018,2,13
"Rhincodon typus",-31.91407,113.07338,17566,2018,2,4
"Rhincodon typus",-31.93801,112.97384,17567,2018,2,5
"Rhincodon typus",-31.03329,112.79564,17584,2018,2,22
"Rhincodon typus",-25.9,113,17567,2018,2,5
"Rhincodon typus",-31.94208,113.00325,17568,2018,2,6
"Rhincodon typus",-22.83459,112.44444,17588,2018,2,26
"Rhincodon typus",-31.75848,112.81623,17571,2018,2,9
"Rhincodon typus",-31.97744,112.54098,17574,2018,2,12
"Rhincodon typus",-31.40546,112.60678,17582,2018,2,20
"Rhincodon typus",-31.02793,113.28969,17588,2018,2,26
"Rhincodon typus",-31.60332,112.29513,17563,2018,2,1
"Rhincodon typus",-31.76723,112.81091,17571,2018,2,9
"Rhincodon typus",-31.60299,112.7932,17581,2018,2,19
"Rhincodon typus",-31.68251,112.98503,17576,2018,2,14
"Rhincodon typus",-25.8,112.9,17567,2018,2,5
"Rhincodon typus",-31.57148,112.77237,17581,2018,2,19
"Rhincodon typus",-26.5,113.3,17566,2018,2,4
"Rhincodon typus",-25,113.1,17579,2018,2,17
"Rhincodon typus",-25,113.1,17583,2018,2,21
"Rhincodon typus",-25.8,113,17574,2018,2,12
"Rhincodon typus",-26.5,113.3,17572,2018,2,10
"Rhincodon typus",-31.94766,112.87314,17569,2018,2,7
"Rhincodon typus",-31.73498,112.75122,17572,2018,2,10
"Rhincodon typus",-31.62338,112.97188,17576,2018,2,14
"Rhincodon typus",-25.9,113.1,17568,2018,2,6
"Rhincodon typus",-26.5,113.4,17565,2018,2,3
"Rhincodon typus",-31.22869,113.13133,17588,2018,2,26
"Rhincodon typus",-31.60331,112.76011,17581,2018,2,19
"Rhincodon typus",-31.92559,112.87939,17569,2018,2,7
"Rhincodon typus",-26.44891,113.23426,17565,2018,2,3
"Rhincodon typus",-31.12629,113.25184,17577,2018,2,15
"Rhincodon typus",-26.5,113.4,17572,2018,2,10
"Rhincodon typus",-26.5,113.3,17565,2018,2,3
"Rhincodon typus",-31.78398,112.82098,17571,2018,2,9
"Rhincodon typus",-31.70316,112.73527,17572,2018,2,10
"Rhincodon typus",-25.91008,112.97942,17567,2018,2,5
"Rhincodon typus",-31.92755,112.88967,17569,2018,2,7
"Rhincodon typus",-30.80129,113.57504,17578,2018,2,16
"Rhincodon typus",-31.66587,113.17256,17565,2018,2,3
"Rhincodon typus",-30.82249,113.90422,17580,2018,2,18
"Rhincodon typus",-31.40866,112.59962,17582,2018,2,20
"Rhincodon typus",-26,113.1,17567,2018,2,5
"Rhincodon typus",-23.4131,113.48013,17575,2018,2,13
"Rhincodon typus",-22.5,113.6,17582,2018,2,20
"Rhincodon typus",-31.65586,112.54416,17573,2018,2,11
"Rhincodon typus",-31.14292,113.23638,17577,2018,2,15
"Rhincodon typus",-26.5,113.3,17571,2018,2,9
"Rhincodon typus",-31.71119,112.7389,17572,2018,2,10
"Rhincodon typus",-31.02452,112.79256,17584,2018,2,22
"Rhincodon typus",-25,113.1,17578,2018,2,16
"Rhincodon typus",-23.41399,113.55309,17581,2018,2,19
"Rhincodon typus",-25.6,112.9,17568,2018,2,6
"Rhincodon typus",-26.4,113.3,17572,2018,2,10
"Rhincodon typus",-30.88229,112.93533,17585,2018,2,23
"Rhincodon typus",-24.35123,113.10106,17573,2018,2,11
"Rhincodon typus",-25,113.2,17577,2018,2,15
"Rhincodon typus",-31.14049,113.23167,17577,2018,2,15
"Rhincodon typus",-31.93834,112.97184,17567,2018,2,5
"Rhincodon typus",-31.92926,112.93925,17569,2018,2,7
"Rhincodon typus",-26.1,113.2,17573,2018,2,11
"Rhincodon typus",-26.6,113.5,17567,2018,2,5
"Rhincodon typus",-31.04897,112.78592,17584,2018,2,22
"Rhincodon typus",-31.61768,112.97284,17576,2018,2,14
"Rhincodon typus",-30.95108,113.83278,17579,2018,2,17
"Rhincodon typus",-31.85562,112.84885,17570,2018,2,8
"Rhincodon typus",-31.08639,112.69728,17583,2018,2,21
"Rhincodon typus",-25,113.1,17577,2018,2,15
"Rhincodon typus",-25,113,17579,2018,2,17
"Rhincodon typus",-31.09022,112.68481,17583,2018,2,21
"Rhincodon typus",-31.76395,112.80614,17571,2018,2,9
"Rhincodon typus",-31.84466,112.90067,17570,2018,2,8
"Rhincodon typus",-31.63783,112.40819,17563,2018,2,1
"Rhincodon typus",-31.09034,112.69577,17583,2018,2,21
"Rhincodon typus",-30.85696,112.96498,17585,2018,2,23
"Rhincodon typus",-31.91259,113.00853,17575,2018,2,13
"Rhincodon typus",-25.8,113,17566,2018,2,4
"Rhincodon typus",-25,113.1,17576,2018,2,14
"Rhincodon typus",-31.97348,113.10425,17567,2018,2,5
"Rhincodon typus",-32.02866,112.98876,17567,2018,2,5
"Rhincodon typus",-9.36516,98.0078,17585,2018,2,23
"Rhincodon typus",-9.3514,97.93307,17584,2018,2,22
"Rhincodon typus",-9.16308,97.72754,17581,2018,2,19
"Rhincodon typus",-9.32404,97.89756,17583,2018,2,21
"Rhincodon typus",-9.0462,97.68948,17576,2018,2,14
"Rhincodon typus",-9.01998,97.65793,17575,2018,2,13
"Rhincodon typus",-9.02937,97.65461,17575,2018,2,13
"Rhincodon typus",-29.5,114.5,17579,2018,2,17
"Rhincodon typus",-28.5,114.5,17583,2018,2,21
"Rhincodon typus",-24.5,112.5,17580,2018,2,18
"Rhincodon typus",-30.5,113.5,17568,2018,2,6
"Rhincodon typus",-23.5,112.5,17584,2018,2,22
"Rhincodon typus",-13.8238,136.38232,17593,2018,3,3
"Rhincodon typus",1.9871,118.62037,17612,2018,3,22
"Rhincodon typus",-23.13,113.73,17593,2018,3,3
"Rhincodon typus",-26,113.1,17605,2018,3,15
"Rhincodon typus",-32.1391,113.91906,17613,2018,3,23
"Rhincodon typus",-31.70033,113.86732,17597,2018,3,7
"Rhincodon typus",-22.7,113.6,17600,2018,3,10
"Rhincodon typus",-22,113.9,17610,2018,3,20
"Rhincodon typus",-22,113.9,17612,2018,3,22
"Rhincodon typus",-32.69114,113.34725,17600,2018,3,10
"Rhincodon typus",-22.71478,112.86161,17599,2018,3,9
"Rhincodon typus",-22.3,113.8,17591,2018,3,1
"Rhincodon typus",-22.83575,113.6609,17609,2018,3,19
"Rhincodon typus",-32.65184,113.19745,17600,2018,3,10
"Rhincodon typus",-22.7,113.6,17605,2018,3,15
"Rhincodon typus",-22.7,113.6,17604,2018,3,14
"Rhincodon typus",-31.54629,111.60043,17592,2018,3,2
"Rhincodon typus",-22.67506,113.53159,17607,2018,3,17
"Rhincodon typus",-32.6772,113.33908,17600,2018,3,10
"Rhincodon typus",-32.18033,113.94616,17614,2018,3,24
"Rhincodon typus",-22.9,113.8,17621,2018,3,31
"Rhincodon typus",-22,113.9,17607,2018,3,17
"Rhincodon typus",-21.7,114.4,17617,2018,3,27
"Rhincodon typus",-22.9,113.8,17620,2018,3,30
"Rhincodon typus",-22,113.9,17605,2018,3,15
"Rhincodon typus",-32.61799,113.21725,17599,2018,3,9
"Rhincodon typus",-21.57849,114.26116,17616,2018,3,26
"Rhincodon typus",-22.9,113.6,17608,2018,3,18
"Rhincodon typus",-25.8,113,17599,2018,3,9
"Rhincodon typus",-22,113.9,17592,2018,3,2
"Rhincodon typus",-22.9,113.7,17620,2018,3,30
"Rhincodon typus",-22.1,113.9,17597,2018,3,7
"Rhincodon typus",-22,113.9,17598,2018,3,8
"Rhincodon typus",-22.8,113.7,17617,2018,3,27
"Rhincodon typus",-21.9,113.9,17599,2018,3,9
"Rhincodon typus",-32.15145,113.91549,17612,2018,3,22
"Rhincodon typus",-21.8,114.1,17600,2018,3,10
"Rhincodon typus",-22.8,113.7,17612,2018,3,22
"Rhincodon typus",-31.35993,114.18057,17619,2018,3,29
"Rhincodon typus",-22,113.9,17606,2018,3,16
"Rhincodon typus",-32.67687,113.32735,17600,2018,3,10
"Rhincodon typus",-32.6322,113.21023,17599,2018,3,9
"Rhincodon typus",-22,113.9,17615,2018,3,25
"Rhincodon typus",-22.7,113.6,17594,2018,3,4
"Rhincodon typus",-22,114,17609,2018,3,19
"Rhincodon typus",-22.69391,113.57515,17606,2018,3,16
"Rhincodon typus",-22.8,113.7,17603,2018,3,13
"Rhincodon typus",-21.9,113.9,17613,2018,3,23
"Rhincodon typus",-22.7,113.6,17602,2018,3,12
"Rhincodon typus",-22.1,113.8,17611,2018,3,21
"Rhincodon typus",-22.8,113.7,17616,2018,3,26
"Rhincodon typus",-22,113.9,17593,2018,3,3
"Rhincodon typus",-31.31343,114.20406,17619,2018,3,29
"Rhincodon typus",-21.55453,114.2865,17619,2018,3,29
"Rhincodon typus",-22,113.9,17608,2018,3,18
"Rhincodon typus",-22.8,113.7,17607,2018,3,17
"Rhincodon typus",-22,113.9,17604,2018,3,14
"Rhincodon typus",-25.29989,112.74342,17610,2018,3,20
"Rhincodon typus",-22.1,113.9,17611,2018,3,21
"Rhincodon typus",-25.8,113,17596,2018,3,6
"Rhincodon typus",-21.57315,114.26374,17618,2018,3,28
"Rhincodon typus",-32.20398,113.95335,17614,2018,3,24
"Rhincodon typus",-32.20652,113.96384,17614,2018,3,24
"Rhincodon typus",-22.74497,113.54306,17615,2018,3,25
"Rhincodon typus",-32.20742,113.96392,17614,2018,3,24
"Rhincodon typus",-22.8,113.7,17608,2018,3,18
"Rhincodon typus",-25.8,113,17598,2018,3,8
"Rhincodon typus",-32.62113,113.21886,17599,2018,3,9
"Rhincodon typus",-31.13228,114.30355,17619,2018,3,29
"Rhincodon typus",-31.49941,114.15194,17618,2018,3,28
"Rhincodon typus",-22.73311,113.55314,17616,2018,3,26
"Rhincodon typus",-32.14708,113.93774,17614,2018,3,24
"Rhincodon typus",-22.7432,113.54872,17615,2018,3,25
"Rhincodon typus",-22.8,113.6,17601,2018,3,11
"Rhincodon typus",-33.02247,112.28901,17609,2018,3,19
"Rhincodon typus",-22.7,113.6,17601,2018,3,11
"Rhincodon typus",-25.92614,112.92951,17597,2018,3,7
"Rhincodon typus",-22,113.8,17615,2018,3,25
"Rhincodon typus",-31.92843,114.18176,17617,2018,3,27
"Rhincodon typus",-22.8,113.7,17609,2018,3,19
"Rhincodon typus",-7.50835,96.83628,17599,2018,3,9
"Rhincodon typus",-7.39649,96.22103,17601,2018,3,11
"Rhincodon typus",-7.63461,98.07962,17595,2018,3,5
"Rhincodon typus",-7.63464,98.07944,17595,2018,3,5
"Rhincodon typus",9.33932,98.0983,17627,2018,4,6
"Rhincodon typus",10.08294,99.87905,17638,2018,4,17
"Rhincodon typus",1.87036,118.11587,17642,2018,4,21
"Rhincodon typus",-14.07145,136.25883,17642,2018,4,21
"Rhincodon typus",-23.13,113.71,17644,2018,4,23
"Rhincodon typus",7.59488,98.88302,17622,2018,4,1
"Rhincodon typus",-8.34376,117.72854,17651,2018,4,30
"Rhincodon typus",-22.9,113.7,17641,2018,4,20
"Rhincodon typus",-22.11242,113.77889,17647,2018,4,26
"Rhincodon typus",-22.1,113.8,17644,2018,4,23
"Rhincodon typus",-22.3,113.8,17637,2018,4,16
"Rhincodon typus",-21.59807,114.2462,17622,2018,4,1
"Rhincodon typus",-22.7,113.6,17631,2018,4,10
"Rhincodon typus",-21.60078,114.2515,17630,2018,4,9
"Rhincodon typus",-29.93585,114.15716,17629,2018,4,8
"Rhincodon typus",-21.67451,114.07026,17633,2018,4,12
"Rhincodon typus",-22.1,113.8,17638,2018,4,17
"Rhincodon typus",-22,113.9,17644,2018,4,23
"Rhincodon typus",-21.9,113.9,17651,2018,4,30
"Rhincodon typus",-22,113.9,17639,2018,4,18
"Rhincodon typus",-22.4,113.7,17630,2018,4,9
"Rhincodon typus",-22.2,113.8,17646,2018,4,25
"Rhincodon typus",-22.4,113.8,17635,2018,4,14
"Rhincodon typus",-22.2,113.8,17645,2018,4,24
"Rhincodon typus",-22.9,113.7,17625,2018,4,4
"Rhincodon typus",-21.57341,114.24106,17645,2018,4,24
"Rhincodon typus",-23,113.7,17629,2018,4,8
"Rhincodon typus",-22.04022,113.79499,17647,2018,4,26
"Rhincodon typus",-22.8,113.7,17624,2018,4,3
"Rhincodon typus",-29.86203,114.05061,17631,2018,4,10
"Rhincodon typus",-21.95797,113.80706,17647,2018,4,26
"Rhincodon typus",-21.56589,114.2777,17629,2018,4,8
"Rhincodon typus",-22.1,113.9,17644,2018,4,23
"Rhincodon typus",-22.2,113.9,17645,2018,4,24
"Rhincodon typus",-22.8,113.7,17630,2018,4,9
"Rhincodon typus",-22.1,113.8,17641,2018,4,20
"Rhincodon typus",-21.59634,114.23272,17628,2018,4,7
"Rhincodon typus",-21.57939,114.1973,17648,2018,4,27
"Rhincodon typus",-22.1,113.9,17645,2018,4,24
"Rhincodon typus",-22.8,113.6,17632,2018,4,11
"Rhincodon typus",-22.1,113.9,17638,2018,4,17
"Rhincodon typus",-22.7,113.6,17630,2018,4,9
"Rhincodon typus",-21.90227,113.80134,17647,2018,4,26
"Rhincodon typus",-22.7,113.6,17624,2018,4,3
"Rhincodon typus",-23,113.7,17628,2018,4,7
"Rhincodon typus",-22.75027,113.57732,17632,2018,4,11
"Rhincodon typus",-21.60329,114.23127,17628,2018,4,7
"Rhincodon typus",-30.1644,113.87545,17628,2018,4,7
"Rhincodon typus",-23.01422,113.71153,17626,2018,4,5
"Rhincodon typus",-22.9,113.8,17630,2018,4,9
"Rhincodon typus",-30.66833,113.793,17624,2018,4,3
"Rhincodon typus",-21.57497,114.217,17632,2018,4,11
"Rhincodon typus",-23,113.7,17626,2018,4,5
"Rhincodon typus",-22,113.9,17642,2018,4,21
"Rhincodon typus",-21.9,114,17651,2018,4,30
"Rhincodon typus",-23.0475,113.69155,17627,2018,4,6
"Rhincodon typus",-22.4,113.7,17646,2018,4,25
"Rhincodon typus",-21.9,113.9,17647,2018,4,26
"Rhincodon typus",-21.57925,114.2024,17632,2018,4,11
"Rhincodon typus",-21.9,114.6,17650,2018,4,29
"Rhincodon typus",10.1238,99.7926,17679,2018,5,28
"Rhincodon typus",9.79373,99.97434,17654,2018,5,3
"Rhincodon typus",-22.59,113.61,17663,2018,5,12
"Rhincodon typus",-3.17877,134.90012,17652,2018,5,1
"Rhincodon typus",-22,113.9,17658,2018,5,7
"Rhincodon typus",-21.9,114,17657,2018,5,6
"Rhincodon typus",-22,113.9,17668,2018,5,17
"Rhincodon typus",-22.21862,113.7465,17671,2018,5,20
"Rhincodon typus",-21.7933,113.93429,17655,2018,5,4
"Rhincodon typus",-22,113.9,17660,2018,5,9
"Rhincodon typus",-22.08704,113.7457,17672,2018,5,21
"Rhincodon typus",-22.4,113.7,17664,2018,5,13
"Rhincodon typus",-21.8,114.1,17653,2018,5,2
"Rhincodon typus",-22.1,113.9,17668,2018,5,17
"Rhincodon typus",-22.2,113.8,17669,2018,5,18
"Rhincodon typus",-22.09783,113.80199,17656,2018,5,5
"Rhincodon typus",-22,114,17655,2018,5,4
"Rhincodon typus",-22.1,113.9,17658,2018,5,7
"Rhincodon typus",-21.72709,114.02056,17655,2018,5,4
"Rhincodon typus",-22.2,113.8,17671,2018,5,20
"Rhincodon typus",-22.2,113.8,17670,2018,5,19
"Rhincodon typus",-22.2,113.8,17674,2018,5,23
"Rhincodon typus",-22.1,113.8,17661,2018,5,10
"Rhincodon typus",-22.1,113.8,17672,2018,5,21
"Rhincodon typus",-22.2,113.8,17681,2018,5,30
"Rhincodon typus",-22,113.9,17659,2018,5,8
"Rhincodon typus",-22.1,113.9,17672,2018,5,21
"Rhincodon typus",-22,113.9,17674,2018,5,23
"Rhincodon typus",-22,113.9,17653,2018,5,2
"Rhincodon typus",-22,113.9,17652,2018,5,1
"Rhincodon typus",-21.9,113.9,17654,2018,5,3
"Rhincodon typus",-22,113.9,17656,2018,5,5
"Rhincodon typus",-22.3,113.8,17655,2018,5,4
"Rhincodon typus",-22.2,113.8,17667,2018,5,16
"Rhincodon typus",-22.2,113.8,17657,2018,5,6
"Rhincodon typus",-21.9,114,17654,2018,5,3
"Rhincodon typus",-22.17778,113.76791,17655,2018,5,4
"Rhincodon typus",-22,113.9,17672,2018,5,21
"Rhincodon typus",-22.3,113.7,17663,2018,5,12
"Rhincodon typus",-21.9,113.9,17677,2018,5,26
"Rhincodon typus",-21.9,113.9,17652,2018,5,1
"Rhincodon typus",-21.70476,114.05146,17654,2018,5,3
"Rhincodon typus",-22.1,113.8,17670,2018,5,19
"Rhincodon typus",-22,113.9,17657,2018,5,6
"Rhincodon typus",-22.3,113.7,17657,2018,5,6
"Rhincodon typus",-22.2,113.8,17655,2018,5,4
"Rhincodon typus",-21.9,113.9,17662,2018,5,11
"Rhincodon typus",-22,113.9,17661,2018,5,10
"Rhincodon typus",-21.9,114,17658,2018,5,7
"Rhincodon typus",0.56283,123.08397,17701,2018,6,19
"Rhincodon typus",0.52544,123.12378,17701,2018,6,19
"Rhincodon typus",0.44433,123.0133,17701,2018,6,19
"Rhincodon typus",8.98269,119.93,17704,2018,6,22
"Rhincodon typus",8.86439,119.85534,17704,2018,6,22
"Rhincodon typus",8.82402,119.89023,17704,2018,6,22
"Rhincodon typus",-3.20416,135.11353,17700,2018,6,18
"Rhincodon typus",-3.37818,135.04604,17700,2018,6,18
"Rhincodon typus",-19.9934,115.44793,17696,2018,6,14
"Rhincodon typus",-22,113.9,17691,2018,6,9
"Rhincodon typus",-22.0253,113.8004,17692,2018,6,10
"Rhincodon typus",-21.5687,114.23619,17692,2018,6,10
"Rhincodon typus",-22,113.9,17707,2018,6,25
"Rhincodon typus",-21.9,114,17705,2018,6,23
"Rhincodon typus",-22,113.9,17709,2018,6,27
"Rhincodon typus",-22.8,113.6,17712,2018,6,30
"Rhincodon typus",-21.9,114,17686,2018,6,4
"Rhincodon typus",-20.02209,115.43914,17696,2018,6,14
"Rhincodon typus",-22,113.9,17706,2018,6,24
"Rhincodon typus",-22,113.9,17694,2018,6,12
"Rhincodon typus",-19.87629,115.45418,17687,2018,6,5
"Rhincodon typus",-21.9,113.9,17690,2018,6,8
"Rhincodon typus",-9.5,110.5,17741,2018,7,29
"Rhincodon typus",-10.5,109.5,17741,2018,7,29
"Rhincodon typus",-20.00293,115.33768,17740,2018,7,28
"Rhincodon typus",-22.2,113.8,17742,2018,7,30
"Rhincodon typus",-21.55251,113.58808,17738,2018,7,26
"Rhincodon typus",-21.40009,114.10757,17740,2018,7,28
"Rhincodon typus",-20.81718,114.35462,17739,2018,7,27
"Rhincodon typus",-20.48576,114.8867,17739,2018,7,27
"Rhincodon typus",-21.57684,113.74167,17739,2018,7,27
"Rhincodon typus",-21.60098,114.29082,17738,2018,7,26
"Rhincodon typus",-21.56438,113.73555,17739,2018,7,27
"Rhincodon typus",-22,113.8,17730,2018,7,18
"Rhincodon typus",-22,113.9,17737,2018,7,25
"Rhincodon typus",-21.65362,113.84066,17738,2018,7,26
"Rhincodon typus",-20.71001,114.965,17743,2018,7,31
"Rhincodon typus",-21.47957,113.84439,17739,2018,7,27
"Rhincodon typus",-20.65401,114.94606,17743,2018,7,31
"Rhincodon typus",-22,113.9,17731,2018,7,19
"Rhincodon typus",-20.3707,114.98146,17743,2018,7,31
"Rhincodon typus",-21.59743,113.84425,17738,2018,7,26
"Rhincodon typus",-20.61591,114.94222,17743,2018,7,31
"Rhincodon typus",-21.52396,113.55298,17738,2018,7,26
"Rhincodon typus",-21.39177,114.10987,17740,2018,7,28
"Rhincodon typus",-20.42054,114.98398,17743,2018,7,31
"Rhincodon typus",-21.6521,113.84113,17738,2018,7,26
"Rhincodon typus",-21.57255,113.71349,17738,2018,7,26
"Rhincodon typus",-20.17952,115.09778,17740,2018,7,28
"Rhincodon typus",-22,113.9,17716,2018,7,4
"Rhincodon typus",-21.57631,113.63407,17739,2018,7,27
"Rhincodon typus",-22.8,113.6,17715,2018,7,3
"Rhincodon typus",-20.66265,114.95409,17743,2018,7,31
"Rhincodon typus",-20.44522,114.97817,17743,2018,7,31
"Rhincodon typus",-22.4,113.7,17726,2018,7,14
"Rhincodon typus",-20.76027,114.97367,17743,2018,7,31
"Rhincodon typus",-20.66724,114.95481,17743,2018,7,31
"Rhincodon typus",-20.98317,114.30709,17738,2018,7,26
"Rhincodon typus",-21.65929,113.84687,17738,2018,7,26
"Rhincodon typus",-21.48496,113.88351,17739,2018,7,27
"Rhincodon typus",-22.3,113.7,17726,2018,7,14
"Rhincodon typus",-21.73458,113.82772,17738,2018,7,26
"Rhincodon typus",-20.50138,114.92262,17739,2018,7,27
"Rhincodon typus",-21.87975,113.86807,17713,2018,7,1
"Rhincodon typus",-22,113.9,17722,2018,7,10
"Rhincodon typus",-21.67159,113.8327,17738,2018,7,26
"Rhincodon typus",-21.92456,113.86582,17725,2018,7,13
"Rhincodon typus",-22,113.9,17714,2018,7,2
"Rhincodon typus",-20.63834,114.94274,17743,2018,7,31
"Rhincodon typus",-21.21211,114.04706,17740,2018,7,28
"Rhincodon typus",-22.1,113.9,17733,2018,7,21
"Rhincodon typus",-22.1,113.8,17734,2018,7,22
"Rhincodon typus",-20.59995,114.92891,17743,2018,7,31
"Rhincodon typus",-22,113.8,17735,2018,7,23
"Rhincodon typus",-9.5,109.5,17741,2018,7,29
"Rhincodon typus",-10.5,113.5,17724,2018,7,12
"Rhincodon typus",-11.5,114.5,17722,2018,7,10
"Rhincodon typus",-7.5,106.5,17743,2018,7,31
"Rhincodon typus",-11.5,110.5,17739,2018,7,27
"Rhincodon typus",-17.5,138.5,17739,2018,7,27
"Rhincodon typus",-10.5,110.5,17740,2018,7,28
"Rhincodon typus",-22.32058,113.76915,17752,2018,8,9
"Rhincodon typus",-12.5,102.5,17762,2018,8,19
"Rhincodon typus",-13.5,102.5,17764,2018,8,21
"Rhincodon typus",-14.5,113.5,17749,2018,8,6
"Rhincodon typus",-11.5,106.5,17757,2018,8,14
"Rhincodon typus",-17.67375,114.2891,17756,2018,8,13
"Rhincodon typus",-14.42051,118.72259,17754,2018,8,11
"Rhincodon typus",-19.888,115.02881,17754,2018,8,11
"Rhincodon typus",-20.14639,114.91824,17754,2018,8,11
"Rhincodon typus",-17.91096,117.53347,17747,2018,8,4
"Rhincodon typus",-19.71357,116.02758,17750,2018,8,7
"Rhincodon typus",-19.8146,113.34144,17772,2018,8,29
"Rhincodon typus",-19.64751,115.5244,17766,2018,8,23
"Rhincodon typus",-14.18648,118.84926,17755,2018,8,12
"Rhincodon typus",-20.18537,114.97289,17744,2018,8,1
"Rhincodon typus",-19.50485,116.52983,17747,2018,8,4
"Rhincodon typus",-19.79719,115.68795,17745,2018,8,2
"Rhincodon typus",-21.23601,114.67031,17756,2018,8,13
"Rhincodon typus",-19.9326,116.53395,17749,2018,8,6
"Rhincodon typus",-22,113.9,17759,2018,8,16
"Rhincodon typus",-22,113.9,17764,2018,8,21
"Rhincodon typus",-22,113.9,17763,2018,8,20
"Rhincodon typus",-18.59906,115.71964,17752,2018,8,9
"Rhincodon typus",-19.06354,117.72729,17745,2018,8,2
"Rhincodon typus",-19.52247,116.50182,17747,2018,8,4
"Rhincodon typus",-18.38458,114.97787,17760,2018,8,17
"Rhincodon typus",-15.07797,118.40909,17753,2018,8,10
"Rhincodon typus",-19.77176,113.34723,17772,2018,8,29
"Rhincodon typus",-18.62558,115.73018,17752,2018,8,9
"Rhincodon typus",-21.4594,114.70869,17756,2018,8,13
"Rhincodon typus",-19.18188,117.66425,17745,2018,8,2
"Rhincodon typus",-22.15003,113.76075,17763,2018,8,20
"Rhincodon typus",-17.0017,118.13151,17749,2018,8,6
"Rhincodon typus",-19.90922,115.17372,17744,2018,8,1
"Rhincodon typus",-14.21627,118.83472,17755,2018,8,12
"Rhincodon typus",-17.70752,114.2782,17756,2018,8,13
"Rhincodon typus",-16.96931,114.45976,17761,2018,8,18
"Rhincodon typus",-19.67951,115.53864,17766,2018,8,23
"Rhincodon typus",-19.88157,115.06986,17754,2018,8,11
"Rhincodon typus",-17.95691,117.55675,17747,2018,8,4
"Rhincodon typus",-19.7682,115.44558,17769,2018,8,26
"Rhincodon typus",-15.06981,118.41955,17753,2018,8,10
"Rhincodon typus",-20.54064,114.52377,17745,2018,8,2
"Rhincodon typus",-19.88186,115.05992,17754,2018,8,11
